5010	-604.5364570617676
5020	-603.5532875061035
5030	-603.8620643615723
5040	-603.1994323730469
5050	-602.4783782958984
5060	-601.2445869445801
5070	-599.1749305725098
5080	-598.1483955383301
5090	-596.8898239135742
5100	-595.8462448120117
5110	-594.5308227539062
5120	-593.5037040710449
5130	-598.8168716430664
5140	-597.5122871398926
5150	-596.4638328552246
5160	-596.5446929931641
5170	-597.2096138000488
5180	-595.2021446228027
5190	-594.8981895446777
5200	-593.2450523376465
5210	-591.6753330230713
5220	-590.4027976989746
5230	-589.4998245239258
5240	-587.8572959899902
5250	-586.3248100280762
5260	-585.7386856079102
5270	-584.6567344665527
5280	-583.4052352905273
5290	-582.0207557678223
5300	-580.627326965332
5310	-579.6302909851074
5320	-578.5122909545898
5330	-577.1692848205566
5340	-575.6265029907227
5350	-574.3929710388184
5360	-573.1833534240723
5370	-571.7965431213379
5380	-570.6713447570801
5390	-569.3015403747559
5400	-567.7712917327881
5410	-566.6862030029297
5420	-565.3637351989746
5430	-564.2034072875977
5440	-562.8650550842285
5450	-561.6362686157227
5460	-560.5702018737793
5470	-559.1128425598145
5480	-558.0090522766113
5490	-556.8859329223633
5500	-555.5257797241211
5510	-554.2905960083008
5520	-552.9210052490234
5530	-551.783031463623
5540	-550.764404296875
5550	-549.5305404663086
5560	-547.89453125
5570	-546.8290672302246
5580	-545.380012512207
5590	-544.0373420715332
5600	-542.8038177490234
5610	-540.9717216491699
5620	-539.7276840209961
5630	-538.3965682983398
5640	-537.1148262023926
5650	-535.8416748046875
5660	-534.3317108154297
5670	-532.9289932250977
5680	-531.4428634643555
5690	-530.048469543457
5700	-528.3537673950195
5710	-527.3096122741699
5720	-525.8905906677246
5730	-524.6782531738281
5740	-523.0561637878418
5750	-521.5341758728027
5760	-519.8790321350098
5770	-518.9508628845215
5780	-517.5863456726074
5790	-516.174617767334
5800	-514.5523414611816
5810	-513.3290328979492
5820	-511.9001274108887
5830	-510.3462104797363
5840	-509.01004791259766
5850	-507.3410758972168
5860	-506.3470230102539
5870	-505.002986907959
5880	-503.4015655517578
5890	-501.76516342163086
5900	-500.44580841064453
5910	-499.11177825927734
5920	-497.3419418334961
5930	-496.1863899230957
5940	-494.90380096435547
5950	-493.1814079284668
5960	-491.83895111083984
5970	-490.41147232055664
5980	-488.9573516845703
5990	-487.6769485473633
6000	-485.99736404418945
6010	-484.3710174560547
6020	-483.00330352783203
6030	-481.5630645751953
6040	-479.93505859375
6050	-478.9515914916992
6060	-477.3570098876953
6070	-475.4718894958496
6080	-473.58002853393555
6090	-472.0905990600586
6100	-471.1389350891113
6110	-469.52832412719727
6120	-468.22314453125
6130	-466.01457595825195
6140	-464.7339897155762
6150	-463.0657501220703
6160	-462.1219902038574
6170	-460.87378692626953
6180	-459.1246871948242
6190	-458.0345802307129
6200	-456.5350685119629
6210	-455.04774475097656
6220	-453.5320701599121
6230	-451.8638725280762
6240	-450.80136489868164
6250	-449.4220733642578
6260	-447.98661041259766
6270	-446.1169242858887
6280	-444.4686813354492
6290	-443.19660568237305
6300	-441.56894302368164
6310	-439.96369552612305
6320	-438.58869552612305
6330	-436.96375274658203
6340	-435.5498847961426
6350	-433.74217224121094
6360	-433.0350227355957
6370	-429.2737007141113
6380	-424.0405807495117
6390	-422.0174140930176
6400	-420.61597442626953
6410	-421.29436111450195
6420	-420.10301208496094
6430	-418.53825759887695
6440	-416.534912109375
6450	-415.21825790405273
6460	-413.20536041259766
6470	-411.63629150390625
6480	-410.11205291748047
6490	-408.38364028930664
6500	-406.75743865966797
6510	-405.35122299194336
6520	-403.88780212402344
6530	-402.16954803466797
6540	-400.70177459716797
6550	-398.7508735656738
6560	-397.25961685180664
6570	-397.0172348022461
6580	-392.65613174438477
6590	-390.91433334350586
6600	-388.92469024658203
6610	-387.16624450683594
6620	-385.4225616455078
6630	-384.07175064086914
6640	-382.61937713623047
6650	-380.4366226196289
6660	-379.00264739990234
6670	-377.2792625427246
6680	-375.81927490234375
6690	-374.36531829833984
6700	-372.3592987060547
6710	-370.6566848754883
6720	-369.1834411621094
6730	-367.32135009765625
6740	-365.8913383483887
6750	-363.83932876586914
6760	-362.7571830749512
6770	-361.2033920288086
6780	-358.8416328430176
6790	-357.44150161743164
6800	-355.93146896362305
6810	-354.22636795043945
6820	-352.5442123413086
6830	-350.9203796386719
6840	-348.9332847595215
6850	-347.36721420288086
6860	-345.5870666503906
6870	-344.0414161682129
6880	-342.1336860656738
6890	-340.6616744995117
6900	-338.9838447570801
6910	-337.1212043762207
6920	-335.5651397705078
6930	-332.6453971862793
6940	-331.09232330322266
6950	-329.9455986022949
6960	-328.3474235534668
6970	-326.770206451416
6980	-324.7195281982422
6990	-323.1397399902344
7000	-321.87567138671875
7010	-319.9871368408203
7020	-317.7556838989258
7030	-316.69647216796875
7040	-315.13089752197266
7050	-313.2737808227539
7060	-311.6548080444336
7070	-309.79651641845703
7080	-308.0665740966797
7090	-306.3595428466797
7100	-304.7855682373047
7110	-302.70093536376953
7120	-301.47338104248047
7130	-299.22418212890625
7140	-297.5109176635742
7150	-296.154052734375
7160	-298.51731872558594
7170	-297.03394317626953
7180	-295.62501525878906
7190	-293.68250274658203
7200	-292.2420959472656
7210	-290.28604888916016
7220	-288.9283981323242
7230	-287.2098846435547
7240	-285.52120208740234
